id_cliente,nombre_cliente,email,telefono,puntos
537,Cliente_537,cliente537@mail.com,0000000537,8
538,Cliente_538,cliente538@mail.com,0000000538,478
539,Cliente_539,cliente539@mail.com,0000000539,440
540,Cliente_540,cliente540@mail.com,0000000540,515
541,Cliente_541,cliente541@mail.com,0000000541,428
542,Cliente_542,cliente542@mail.com,0000000542,443
543,Cliente_543,cliente543@mail.com,0000000543,97
544,Cliente_544,cliente544@mail.com,0000000544,505
545,Cliente_545,cliente545@mail.com,0000000545,510
546,Cliente_546,cliente546@mail.com,0000000546,477
547,Cliente_547,cliente547@mail.com,0000000547,242
548,Cliente_548,cliente548@mail.com,0000000548,437
549,Cliente_549,cliente549@mail.com,0000000549,207
550,Cliente_550,cliente550@mail.com,0000000550,23
551,Cliente_551,cliente551@mail.com,0000000551,159
552,Cliente_552,cliente552@mail.com,0000000552,306
553,Cliente_553,cliente553@mail.com,0000000553,94
554,Cliente_554,cliente554@mail.com,0000000554,218
555,Cliente_555,cliente555@mail.com,0000000555,138
556,Cliente_556,cliente556@mail.com,0000000556,477
557,Cliente_557,cliente557@mail.com,0000000557,324
558,Cliente_558,cliente558@mail.com,0000000558,690
559,Cliente_559,cliente559@mail.com,0000000559,25
560,Cliente_560,cliente560@mail.com,0000000560,96
561,Cliente_561,cliente561@mail.com,0000000561,470
562,Cliente_562,cliente562@mail.com,0000000562,473
563,Cliente_563,cliente563@mail.com,0000000563,31
564,Cliente_564,cliente564@mail.com,0000000564,210
565,Cliente_565,cliente565@mail.com,0000000565,484
566,Cliente_566,cliente566@mail.com,0000000566,217
567,Cliente_567,cliente567@mail.com,0000000567,253
568,Cliente_568,cliente568@mail.com,0000000568,111
569,Cliente_569,cliente569@mail.com,0000000569,282
570,Cliente_570,cliente570@mail.com,0000000570,103
571,Cliente_571,cliente571@mail.com,0000000571,284
572,Cliente_572,cliente572@mail.com,0000000572,219
573,Cliente_573,cliente573@mail.com,0000000573,151
574,Cliente_574,cliente574@mail.com,0000000574,311
575,Cliente_575,cliente575@mail.com,0000000575,302
576,Cliente_576,cliente576@mail.com,0000000576,172
577,Cliente_577,cliente577@mail.com,0000000577,151
578,Cliente_578,cliente578@mail.com,0000000578,78
579,Cliente_579,cliente579@mail.com,0000000579,282
580,Cliente_580,cliente580@mail.com,0000000580,375
581,Cliente_581,cliente581@mail.com,0000000581,168
582,Cliente_582,cliente582@mail.com,0000000582,1
583,Cliente_583,cliente583@mail.com,0000000583,279
584,Cliente_584,cliente584@mail.com,0000000584,525
585,Cliente_585,cliente585@mail.com,0000000585,434
586,Cliente_586,cliente586@mail.com,0000000586,261
587,Cliente_587,cliente587@mail.com,0000000587,27
588,Cliente_588,cliente588@mail.com,0000000588,397
589,Cliente_589,cliente589@mail.com,0000000589,499
590,Cliente_590,cliente590@mail.com,0000000590,412
591,Cliente_591,cliente591@mail.com,0000000591,518
592,Cliente_592,cliente592@mail.com,0000000592,403
593,Cliente_593,cliente593@mail.com,0000000593,327
594,Cliente_594,cliente594@mail.com,0000000594,221
595,Cliente_595,cliente595@mail.com,0000000595,528
596,Cliente_596,cliente596@mail.com,0000000596,414
597,Cliente_597,cliente597@mail.com,0000000597,408
598,Cliente_598,cliente598@mail.com,0000000598,424
599,Cliente_599,cliente599@mail.com,0000000599,477
600,Cliente_600,cliente600@mail.com,0000000600,533
601,Cliente_601,cliente601@mail.com,0000000601,272
602,Cliente_602,cliente602@mail.com,0000000602,169
603,Cliente_603,cliente603@mail.com,0000000603,373
604,Cliente_604,cliente604@mail.com,0000000604,369
605,Cliente_605,cliente605@mail.com,0000000605,405
606,Cliente_606,cliente606@mail.com,0000000606,291
607,Cliente_607,cliente607@mail.com,0000000607,254
608,Cliente_608,cliente608@mail.com,0000000608,336
609,Cliente_609,cliente609@mail.com,0000000609,349
610,Cliente_610,cliente610@mail.com,0000000610,438
611,Cliente_611,cliente611@mail.com,0000000611,371
612,Cliente_612,cliente612@mail.com,0000000612,481
613,Cliente_613,cliente613@mail.com,0000000613,302
614,Cliente_614,cliente614@mail.com,0000000614,39
615,Cliente_615,cliente615@mail.com,0000000615,416
616,Cliente_616,cliente616@mail.com,0000000616,202
617,Cliente_617,cliente617@mail.com,0000000617,194
618,Cliente_618,cliente618@mail.com,0000000618,519
619,Cliente_619,cliente619@mail.com,0000000619,196
620,Cliente_620,cliente620@mail.com,0000000620,157
621,Cliente_621,cliente621@mail.com,0000000621,331
622,Cliente_622,cliente622@mail.com,0000000622,213
623,Cliente_623,cliente623@mail.com,0000000623,295
624,Cliente_624,cliente624@mail.com,0000000624,216
625,Cliente_625,cliente625@mail.com,0000000625,316
626,Cliente_626,cliente626@mail.com,0000000626,415
627,Cliente_627,cliente627@mail.com,0000000627,227
628,Cliente_628,cliente628@mail.com,0000000628,29
629,Cliente_629,cliente629@mail.com,0000000629,484
630,Cliente_630,cliente630@mail.com,0000000630,297
631,Cliente_631,cliente631@mail.com,0000000631,448
632,Cliente_632,cliente632@mail.com,0000000632,48
633,Cliente_633,cliente633@mail.com,0000000633,347
634,Cliente_634,cliente634@mail.com,0000000634,56
635,Cliente_635,cliente635@mail.com,0000000635,336
636,Cliente_636,cliente636@mail.com,0000000636,222
637,Cliente_637,cliente637@mail.com,0000000637,44
638,Cliente_638,cliente638@mail.com,0000000638,296
639,Cliente_639,cliente639@mail.com,0000000639,438
640,Cliente_640,cliente640@mail.com,0000000640,110
641,Cliente_641,cliente641@mail.com,0000000641,547
642,Cliente_642,cliente642@mail.com,0000000642,153
643,Cliente_643,cliente643@mail.com,0000000643,220
644,Cliente_644,cliente644@mail.com,0000000644,438
645,Cliente_645,cliente645@mail.com,0000000645,199
646,Cliente_646,cliente646@mail.com,0000000646,239
647,Cliente_647,cliente647@mail.com,0000000647,431
648,Cliente_648,cliente648@mail.com,0000000648,490
649,Cliente_649,cliente649@mail.com,0000000649,42
650,Cliente_650,cliente650@mail.com,0000000650,199
651,Cliente_651,cliente651@mail.com,0000000651,230
652,Cliente_652,cliente652@mail.com,0000000652,116
653,Cliente_653,cliente653@mail.com,0000000653,506
654,Cliente_654,cliente654@mail.com,0000000654,446
655,Cliente_655,cliente655@mail.com,0000000655,497
656,Cliente_656,cliente656@mail.com,0000000656,526
657,Cliente_657,cliente657@mail.com,0000000657,125
658,Cliente_658,cliente658@mail.com,0000000658,277
659,Cliente_659,cliente659@mail.com,0000000659,258
660,Cliente_660,cliente660@mail.com,0000000660,233
661,Cliente_661,cliente661@mail.com,0000000661,212
662,Cliente_662,cliente662@mail.com,0000000662,180
663,Cliente_663,cliente663@mail.com,0000000663,302
664,Cliente_664,cliente664@mail.com,0000000664,237
665,Cliente_665,cliente665@mail.com,0000000665,232
666,Cliente_666,cliente666@mail.com,0000000666,282
667,Cliente_667,cliente667@mail.com,0000000667,87
668,Cliente_668,cliente668@mail.com,0000000668,445
669,Cliente_669,cliente669@mail.com,0000000669,7
670,Cliente_670,cliente670@mail.com,0000000670,117
671,Cliente_671,cliente671@mail.com,0000000671,202
672,Cliente_672,cliente672@mail.com,0000000672,163
673,Cliente_673,cliente673@mail.com,0000000673,519
674,Cliente_674,cliente674@mail.com,0000000674,271
675,Cliente_675,cliente675@mail.com,0000000675,178
676,Cliente_676,cliente676@mail.com,0000000676,474
677,Cliente_677,cliente677@mail.com,0000000677,427
678,Cliente_678,cliente678@mail.com,0000000678,225
679,Cliente_679,cliente679@mail.com,0000000679,526
680,Cliente_680,cliente680@mail.com,0000000680,248
681,Cliente_681,cliente681@mail.com,0000000681,85
682,Cliente_682,cliente682@mail.com,0000000682,102
683,Cliente_683,cliente683@mail.com,0000000683,190
684,Cliente_684,cliente684@mail.com,0000000684,178
685,Cliente_685,cliente685@mail.com,0000000685,405
686,Cliente_686,cliente686@mail.com,0000000686,129
687,Cliente_687,cliente687@mail.com,0000000687,311
688,Cliente_688,cliente688@mail.com,0000000688,80
689,Cliente_689,cliente689@mail.com,0000000689,140
690,Cliente_690,cliente690@mail.com,0000000690,415
691,Cliente_691,cliente691@mail.com,0000000691,493
692,Cliente_692,cliente692@mail.com,0000000692,523
693,Cliente_693,cliente693@mail.com,0000000693,37
694,Cliente_694,cliente694@mail.com,0000000694,65
695,Cliente_695,cliente695@mail.com,0000000695,331
696,Cliente_696,cliente696@mail.com,0000000696,372
697,Cliente_697,cliente697@mail.com,0000000697,446
698,Cliente_698,cliente698@mail.com,0000000698,504
699,Cliente_699,cliente699@mail.com,0000000699,485
700,Cliente_700,cliente700@mail.com,0000000700,291
701,Cliente_701,cliente701@mail.com,0000000701,130
702,Cliente_702,cliente702@mail.com,0000000702,331
703,Cliente_703,cliente703@mail.com,0000000703,100
704,Cliente_704,cliente704@mail.com,0000000704,452
705,Cliente_705,cliente705@mail.com,0000000705,254
706,Cliente_706,cliente706@mail.com,0000000706,465
707,Cliente_707,cliente707@mail.com,0000000707,520
708,Cliente_708,cliente708@mail.com,0000000708,591
709,Cliente_709,cliente709@mail.com,0000000709,56
710,Cliente_710,cliente710@mail.com,0000000710,127
711,Cliente_711,cliente711@mail.com,0000000711,331
712,Cliente_712,cliente712@mail.com,0000000712,250
713,Cliente_713,cliente713@mail.com,0000000713,279
714,Cliente_714,cliente714@mail.com,0000000714,399
715,Cliente_715,cliente715@mail.com,0000000715,117
716,Cliente_716,cliente716@mail.com,0000000716,135
717,Cliente_717,cliente717@mail.com,0000000717,173
718,Cliente_718,cliente718@mail.com,0000000718,268
719,Cliente_719,cliente719@mail.com,0000000719,330
720,Cliente_720,cliente720@mail.com,0000000720,391
721,Cliente_721,cliente721@mail.com,0000000721,412
722,Cliente_722,cliente722@mail.com,0000000722,68
723,Cliente_723,cliente723@mail.com,0000000723,432
724,Cliente_724,cliente724@mail.com,0000000724,215
725,Cliente_725,cliente725@mail.com,0000000725,143
726,Cliente_726,cliente726@mail.com,0000000726,155
727,Cliente_727,cliente727@mail.com,0000000727,518
728,Cliente_728,cliente728@mail.com,0000000728,65
729,Cliente_729,cliente729@mail.com,0000000729,137
730,Cliente_730,cliente730@mail.com,0000000730,150
731,Cliente_731,cliente731@mail.com,0000000731,244
732,Cliente_732,cliente732@mail.com,0000000732,379
733,Cliente_733,cliente733@mail.com,0000000733,448
734,Cliente_734,cliente734@mail.com,0000000734,196
735,Cliente_735,cliente735@mail.com,0000000735,554
736,Cliente_736,cliente736@mail.com,0000000736,221
737,Cliente_737,cliente737@mail.com,0000000737,391
738,Cliente_738,cliente738@mail.com,0000000738,307
739,Cliente_739,cliente739@mail.com,0000000739,447
740,Cliente_740,cliente740@mail.com,0000000740,533
741,Cliente_741,cliente741@mail.com,0000000741,320
742,Cliente_742,cliente742@mail.com,0000000742,270
743,Cliente_743,cliente743@mail.com,0000000743,678
744,Cliente_744,cliente744@mail.com,0000000744,531
745,Cliente_745,cliente745@mail.com,0000000745,83
746,Cliente_746,cliente746@mail.com,0000000746,163
747,Cliente_747,cliente747@mail.com,0000000747,270
748,Cliente_748,cliente748@mail.com,0000000748,128
749,Cliente_749,cliente749@mail.com,0000000749,39
750,Cliente_750,cliente750@mail.com,0000000750,519
751,Cliente_751,cliente751@mail.com,0000000751,270
752,Cliente_752,cliente752@mail.com,0000000752,470
753,Cliente_753,cliente753@mail.com,0000000753,104
754,Cliente_754,cliente754@mail.com,0000000754,303
755,Cliente_755,cliente755@mail.com,0000000755,410
756,Cliente_756,cliente756@mail.com,0000000756,415
757,Cliente_757,cliente757@mail.com,0000000757,270
758,Cliente_758,cliente758@mail.com,0000000758,717
759,Cliente_759,cliente759@mail.com,0000000759,401
760,Cliente_760,cliente760@mail.com,0000000760,325
761,Cliente_761,cliente761@mail.com,0000000761,311
762,Cliente_762,cliente762@mail.com,0000000762,404
763,Cliente_763,cliente763@mail.com,0000000763,455
764,Cliente_764,cliente764@mail.com,0000000764,70
765,Cliente_765,cliente765@mail.com,0000000765,511
766,Cliente_766,cliente766@mail.com,0000000766,398
767,Cliente_767,cliente767@mail.com,0000000767,495
768,Cliente_768,cliente768@mail.com,0000000768,279
769,Cliente_769,cliente769@mail.com,0000000769,120
770,Cliente_770,cliente770@mail.com,0000000770,122
771,Cliente_771,cliente771@mail.com,0000000771,300
772,Cliente_772,cliente772@mail.com,0000000772,223
773,Cliente_773,cliente773@mail.com,0000000773,305
774,Cliente_774,cliente774@mail.com,0000000774,417
775,Cliente_775,cliente775@mail.com,0000000775,102
776,Cliente_776,cliente776@mail.com,0000000776,154
777,Cliente_777,cliente777@mail.com,0000000777,359
778,Cliente_778,cliente778@mail.com,0000000778,3
779,Cliente_779,cliente779@mail.com,0000000779,23
780,Cliente_780,cliente780@mail.com,0000000780,456
781,Cliente_781,cliente781@mail.com,0000000781,228
782,Cliente_782,cliente782@mail.com,0000000782,498
783,Cliente_783,cliente783@mail.com,0000000783,530
784,Cliente_784,cliente784@mail.com,0000000784,310
785,Cliente_785,cliente785@mail.com,0000000785,122
786,Cliente_786,cliente786@mail.com,0000000786,118
787,Cliente_787,cliente787@mail.com,0000000787,508
788,Cliente_788,cliente788@mail.com,0000000788,227
789,Cliente_789,cliente789@mail.com,0000000789,447
790,Cliente_790,cliente790@mail.com,0000000790,331
791,Cliente_791,cliente791@mail.com,0000000791,38
792,Cliente_792,cliente792@mail.com,0000000792,464
793,Cliente_793,cliente793@mail.com,0000000793,441
794,Cliente_794,cliente794@mail.com,0000000794,184
795,Cliente_795,cliente795@mail.com,0000000795,400
796,Cliente_796,cliente796@mail.com,0000000796,427
797,Cliente_797,cliente797@mail.com,0000000797,516
798,Cliente_798,cliente798@mail.com,0000000798,263
799,Cliente_799,cliente799@mail.com,0000000799,518
800,Cliente_800,cliente800@mail.com,0000000800,177
801,Cliente_801,cliente801@mail.com,0000000801,120
802,Cliente_802,cliente802@mail.com,0000000802,522
803,Cliente_803,cliente803@mail.com,0000000803,438
804,Cliente_804,cliente804@mail.com,0000000804,136
805,Cliente_805,cliente805@mail.com,0000000805,293
806,Cliente_806,cliente806@mail.com,0000000806,425
807,Cliente_807,cliente807@mail.com,0000000807,228
808,Cliente_808,cliente808@mail.com,0000000808,145
809,Cliente_809,cliente809@mail.com,0000000809,192
810,Cliente_810,cliente810@mail.com,0000000810,317
811,Cliente_811,cliente811@mail.com,0000000811,107
812,Cliente_812,cliente812@mail.com,0000000812,361
813,Cliente_813,cliente813@mail.com,0000000813,427
814,Cliente_814,cliente814@mail.com,0000000814,257
815,Cliente_815,cliente815@mail.com,0000000815,360
816,Cliente_816,cliente816@mail.com,0000000816,455
817,Cliente_817,cliente817@mail.com,0000000817,159
818,Cliente_818,cliente818@mail.com,0000000818,308
819,Cliente_819,cliente819@mail.com,0000000819,104
820,Cliente_820,cliente820@mail.com,0000000820,221
821,Cliente_821,cliente821@mail.com,0000000821,125
822,Cliente_822,cliente822@mail.com,0000000822,322
823,Cliente_823,cliente823@mail.com,0000000823,296
824,Cliente_824,cliente824@mail.com,0000000824,271
825,Cliente_825,cliente825@mail.com,0000000825,270
826,Cliente_826,cliente826@mail.com,0000000826,268
827,Cliente_827,cliente827@mail.com,0000000827,241
828,Cliente_828,cliente828@mail.com,0000000828,361
829,Cliente_829,cliente829@mail.com,0000000829,135
830,Cliente_830,cliente830@mail.com,0000000830,524
831,Cliente_831,cliente831@mail.com,0000000831,386
832,Cliente_832,cliente832@mail.com,0000000832,143
833,Cliente_833,cliente833@mail.com,0000000833,101
834,Cliente_834,cliente834@mail.com,0000000834,375
835,Cliente_835,cliente835@mail.com,0000000835,2
836,Cliente_836,cliente836@mail.com,0000000836,119
837,Cliente_837,cliente837@mail.com,0000000837,178
838,Cliente_838,cliente838@mail.com,0000000838,483
839,Cliente_839,cliente839@mail.com,0000000839,432
840,Cliente_840,cliente840@mail.com,0000000840,486
841,Cliente_841,cliente841@mail.com,0000000841,304
842,Cliente_842,cliente842@mail.com,0000000842,451
843,Cliente_843,cliente843@mail.com,0000000843,499
844,Cliente_844,cliente844@mail.com,0000000844,314
845,Cliente_845,cliente845@mail.com,0000000845,186
846,Cliente_846,cliente846@mail.com,0000000846,311
847,Cliente_847,cliente847@mail.com,0000000847,191
848,Cliente_848,cliente848@mail.com,0000000848,91
849,Cliente_849,cliente849@mail.com,0000000849,57
850,Cliente_850,cliente850@mail.com,0000000850,328
851,Cliente_851,cliente851@mail.com,0000000851,259
852,Cliente_852,cliente852@mail.com,0000000852,135
853,Cliente_853,cliente853@mail.com,0000000853,375
854,Cliente_854,cliente854@mail.com,0000000854,431
855,Cliente_855,cliente855@mail.com,0000000855,17
856,Cliente_856,cliente856@mail.com,0000000856,340
857,Cliente_857,cliente857@mail.com,0000000857,550
858,Cliente_858,cliente858@mail.com,0000000858,32
859,Cliente_859,cliente859@mail.com,0000000859,414
860,Cliente_860,cliente860@mail.com,0000000860,187
861,Cliente_861,cliente861@mail.com,0000000861,320
862,Cliente_862,cliente862@mail.com,0000000862,77
863,Cliente_863,cliente863@mail.com,0000000863,203
864,Cliente_864,cliente864@mail.com,0000000864,430
865,Cliente_865,cliente865@mail.com,0000000865,327
866,Cliente_866,cliente866@mail.com,0000000866,246
867,Cliente_867,cliente867@mail.com,0000000867,582
868,Cliente_868,cliente868@mail.com,0000000868,403
869,Cliente_869,cliente869@mail.com,0000000869,178
870,Cliente_870,cliente870@mail.com,0000000870,67
871,Cliente_871,cliente871@mail.com,0000000871,486
872,Cliente_872,cliente872@mail.com,0000000872,553
873,Cliente_873,cliente873@mail.com,0000000873,41
874,Cliente_874,cliente874@mail.com,0000000874,207
875,Cliente_875,cliente875@mail.com,0000000875,359
876,Cliente_876,cliente876@mail.com,0000000876,488
877,Cliente_877,cliente877@mail.com,0000000877,348
878,Cliente_878,cliente878@mail.com,0000000878,47
879,Cliente_879,cliente879@mail.com,0000000879,195
880,Cliente_880,cliente880@mail.com,0000000880,224
881,Cliente_881,cliente881@mail.com,0000000881,88
882,Cliente_882,cliente882@mail.com,0000000882,230
883,Cliente_883,cliente883@mail.com,0000000883,87
884,Cliente_884,cliente884@mail.com,0000000884,196
885,Cliente_885,cliente885@mail.com,0000000885,409
886,Cliente_886,cliente886@mail.com,0000000886,17
887,Cliente_887,cliente887@mail.com,0000000887,381
888,Cliente_888,cliente888@mail.com,0000000888,270
889,Cliente_889,cliente889@mail.com,0000000889,96
890,Cliente_890,cliente890@mail.com,0000000890,172
891,Cliente_891,cliente891@mail.com,0000000891,43
892,Cliente_892,cliente892@mail.com,0000000892,47
893,Cliente_893,cliente893@mail.com,0000000893,392
894,Cliente_894,cliente894@mail.com,0000000894,383
895,Cliente_895,cliente895@mail.com,0000000895,292
896,Cliente_896,cliente896@mail.com,0000000896,219
897,Cliente_897,cliente897@mail.com,0000000897,501
898,Cliente_898,cliente898@mail.com,0000000898,542
899,Cliente_899,cliente899@mail.com,0000000899,151
900,Cliente_900,cliente900@mail.com,0000000900,81
901,Cliente_901,cliente901@mail.com,0000000901,566
902,Cliente_902,cliente902@mail.com,0000000902,124
903,Cliente_903,cliente903@mail.com,0000000903,122
904,Cliente_904,cliente904@mail.com,0000000904,129
905,Cliente_905,cliente905@mail.com,0000000905,145
906,Cliente_906,cliente906@mail.com,0000000906,294
907,Cliente_907,cliente907@mail.com,0000000907,84
908,Cliente_908,cliente908@mail.com,0000000908,401
909,Cliente_909,cliente909@mail.com,0000000909,538
910,Cliente_910,cliente910@mail.com,0000000910,580
911,Cliente_911,cliente911@mail.com,0000000911,53
912,Cliente_912,cliente912@mail.com,0000000912,407
913,Cliente_913,cliente913@mail.com,0000000913,159
914,Cliente_914,cliente914@mail.com,0000000914,202
915,Cliente_915,cliente915@mail.com,0000000915,64
916,Cliente_916,cliente916@mail.com,0000000916,475
917,Cliente_917,cliente917@mail.com,0000000917,499
918,Cliente_918,cliente918@mail.com,0000000918,187
919,Cliente_919,cliente919@mail.com,0000000919,142
920,Cliente_920,cliente920@mail.com,0000000920,455
921,Cliente_921,cliente921@mail.com,0000000921,424
922,Cliente_922,cliente922@mail.com,0000000922,59
923,Cliente_923,cliente923@mail.com,0000000923,527
924,Cliente_924,cliente924@mail.com,0000000924,292
925,Cliente_925,cliente925@mail.com,0000000925,72
926,Cliente_926,cliente926@mail.com,0000000926,197
927,Cliente_927,cliente927@mail.com,0000000927,227
928,Cliente_928,cliente928@mail.com,0000000928,317
929,Cliente_929,cliente929@mail.com,0000000929,167
930,Cliente_930,cliente930@mail.com,0000000930,479
931,Cliente_931,cliente931@mail.com,0000000931,477
932,Cliente_932,cliente932@mail.com,0000000932,88
933,Cliente_933,cliente933@mail.com,0000000933,518
934,Cliente_934,cliente934@mail.com,0000000934,282
935,Cliente_935,cliente935@mail.com,0000000935,494
936,Cliente_936,cliente936@mail.com,0000000936,221
937,Cliente_937,cliente937@mail.com,0000000937,19
938,Cliente_938,cliente938@mail.com,0000000938,309
939,Cliente_939,cliente939@mail.com,0000000939,240
940,Cliente_940,cliente940@mail.com,0000000940,165
941,Cliente_941,cliente941@mail.com,0000000941,327
942,Cliente_942,cliente942@mail.com,0000000942,269
943,Cliente_943,cliente943@mail.com,0000000943,453
944,Cliente_944,cliente944@mail.com,0000000944,129
945,Cliente_945,cliente945@mail.com,0000000945,73
946,Cliente_946,cliente946@mail.com,0000000946,418
947,Cliente_947,cliente947@mail.com,0000000947,134
948,Cliente_948,cliente948@mail.com,0000000948,515
949,Cliente_949,cliente949@mail.com,0000000949,167
950,Cliente_950,cliente950@mail.com,0000000950,224
951,Cliente_951,cliente951@mail.com,0000000951,445
952,Cliente_952,cliente952@mail.com,0000000952,73
953,Cliente_953,cliente953@mail.com,0000000953,130
954,Cliente_954,cliente954@mail.com,0000000954,70
955,Cliente_955,cliente955@mail.com,0000000955,419
956,Cliente_956,cliente956@mail.com,0000000956,249
957,Cliente_957,cliente957@mail.com,0000000957,515
958,Cliente_958,cliente958@mail.com,0000000958,283
959,Cliente_959,cliente959@mail.com,0000000959,169
960,Cliente_960,cliente960@mail.com,0000000960,164
961,Cliente_961,cliente961@mail.com,0000000961,98
962,Cliente_962,cliente962@mail.com,0000000962,239
963,Cliente_963,cliente963@mail.com,0000000963,416
964,Cliente_964,cliente964@mail.com,0000000964,175
965,Cliente_965,cliente965@mail.com,0000000965,79
966,Cliente_966,cliente966@mail.com,0000000966,258
967,Cliente_967,cliente967@mail.com,0000000967,212
968,Cliente_968,cliente968@mail.com,0000000968,415
969,Cliente_969,cliente969@mail.com,0000000969,122
970,Cliente_970,cliente970@mail.com,0000000970,474
971,Cliente_971,cliente971@mail.com,0000000971,449
972,Cliente_972,cliente972@mail.com,0000000972,27
973,Cliente_973,cliente973@mail.com,0000000973,395
974,Cliente_974,cliente974@mail.com,0000000974,483
975,Cliente_975,cliente975@mail.com,0000000975,121
976,Cliente_976,cliente976@mail.com,0000000976,440
977,Cliente_977,cliente977@mail.com,0000000977,151
978,Cliente_978,cliente978@mail.com,0000000978,55
979,Cliente_979,cliente979@mail.com,0000000979,376
980,Cliente_980,cliente980@mail.com,0000000980,77
981,Cliente_981,cliente981@mail.com,0000000981,202
982,Cliente_982,cliente982@mail.com,0000000982,248
983,Cliente_983,cliente983@mail.com,0000000983,317
984,Cliente_984,cliente984@mail.com,0000000984,183
985,Cliente_985,cliente985@mail.com,0000000985,377
986,Cliente_986,cliente986@mail.com,0000000986,330
987,Cliente_987,cliente987@mail.com,0000000987,301
988,Cliente_988,cliente988@mail.com,0000000988,317
989,Cliente_989,cliente989@mail.com,0000000989,386
990,Cliente_990,cliente990@mail.com,0000000990,529
991,Cliente_991,cliente991@mail.com,0000000991,219
992,Cliente_992,cliente992@mail.com,0000000992,118
993,Cliente_993,cliente993@mail.com,0000000993,68
994,Cliente_994,cliente994@mail.com,0000000994,286
995,Cliente_995,cliente995@mail.com,0000000995,319
996,Cliente_996,cliente996@mail.com,0000000996,180
997,Cliente_997,cliente997@mail.com,0000000997,395
998,Cliente_998,cliente998@mail.com,0000000998,528
999,Cliente_999,cliente999@mail.com,0000000999,472
1000,Cliente_1000,cliente1000@mail.com,0000001000,215
