id_empleado,nombre_empleado,cargo,salario
698,Empleado_698,Mesero,2840436.00
699,Empleado_699,Supervisor,2281635.00
700,Empleado_700,Barista,2926927.00
701,Empleado_701,Cajero,2187969.00
702,Empleado_702,Gerente,1863674.00
703,Empleado_703,Mesero,1329484.00
704,Empleado_704,Supervisor,1500764.00
705,Empleado_705,Barista,1308263.00
706,Empleado_706,Cajero,2671273.00
707,Empleado_707,Gerente,1696557.00
708,Empleado_708,Mesero,2863234.00
709,Empleado_709,Supervisor,2470681.00
710,Empleado_710,Barista,1137351.00
711,Empleado_711,Cajero,2950709.00
712,Empleado_712,Gerente,2061472.00
713,Empleado_713,Mesero,2081955.00
714,Empleado_714,Supervisor,1252496.00
715,Empleado_715,Barista,2393440.00
716,Empleado_716,Cajero,1493786.00
717,Empleado_717,Gerente,2206383.00
718,Empleado_718,Mesero,2285725.00
719,Empleado_719,Supervisor,2622546.00
720,Empleado_720,Barista,1622691.00
721,Empleado_721,Cajero,2797226.00
722,Empleado_722,Gerente,1110031.00
723,Empleado_723,Mesero,1580513.00
724,Empleado_724,Supervisor,2612663.00
725,Empleado_725,Barista,1481678.00
726,Empleado_726,Cajero,2749501.00
727,Empleado_727,Gerente,1623368.00
728,Empleado_728,Mesero,1887294.00
729,Empleado_729,Supervisor,1418309.00
730,Empleado_730,Barista,1402961.00
731,Empleado_731,Cajero,1531678.00
732,Empleado_732,Gerente,1610666.00
733,Empleado_733,Mesero,2325688.00
734,Empleado_734,Supervisor,2265349.00
735,Empleado_735,Barista,1270967.00
736,Empleado_736,Cajero,2720698.00
737,Empleado_737,Gerente,1344531.00
738,Empleado_738,Mesero,2882283.00
739,Empleado_739,Supervisor,2527509.00
740,Empleado_740,Barista,1278628.00
741,Empleado_741,Cajero,2053341.00
742,Empleado_742,Gerente,2249469.00
743,Empleado_743,Mesero,1726583.00
744,Empleado_744,Supervisor,2204785.00
745,Empleado_745,Barista,1801735.00
746,Empleado_746,Cajero,2576024.00
747,Empleado_747,Gerente,1286024.00
748,Empleado_748,Mesero,1220161.00
749,Empleado_749,Supervisor,1204566.00
750,Empleado_750,Barista,1267314.00
751,Empleado_751,Cajero,2290829.00
752,Empleado_752,Gerente,2239315.00
753,Empleado_753,Mesero,2336706.00
754,Empleado_754,Supervisor,2857622.00
755,Empleado_755,Barista,1576124.00
756,Empleado_756,Cajero,2726348.00
757,Empleado_757,Gerente,2683756.00
758,Empleado_758,Mesero,1645110.00
759,Empleado_759,Supervisor,2821288.00
760,Empleado_760,Barista,1050612.00
761,Empleado_761,Cajero,2437504.00
762,Empleado_762,Gerente,2809459.00
763,Empleado_763,Mesero,2770573.00
764,Empleado_764,Supervisor,1633580.00
765,Empleado_765,Barista,1546887.00
766,Empleado_766,Cajero,2035834.00
767,Empleado_767,Gerente,1564371.00
768,Empleado_768,Mesero,1375105.00
769,Empleado_769,Supervisor,1144523.00
770,Empleado_770,Barista,1206013.00
771,Empleado_771,Cajero,2913395.00
772,Empleado_772,Gerente,1012915.00
773,Empleado_773,Mesero,1640602.00
774,Empleado_774,Supervisor,2092478.00
775,Empleado_775,Barista,1976024.00
776,Empleado_776,Cajero,2626869.00
777,Empleado_777,Gerente,2914467.00
778,Empleado_778,Mesero,2911316.00
779,Empleado_779,Supervisor,1966955.00
780,Empleado_780,Barista,1640453.00
781,Empleado_781,Cajero,1977394.00
782,Empleado_782,Gerente,1098224.00
783,Empleado_783,Mesero,1617616.00
784,Empleado_784,Supervisor,2534619.00
785,Empleado_785,Barista,1107736.00
786,Empleado_786,Cajero,1345209.00
787,Empleado_787,Gerente,2328316.00
788,Empleado_788,Mesero,2015983.00
789,Empleado_789,Supervisor,2737825.00
790,Empleado_790,Barista,2013332.00
791,Empleado_791,Cajero,1342656.00
792,Empleado_792,Gerente,1726362.00
793,Empleado_793,Mesero,1034942.00
794,Empleado_794,Supervisor,2444026.00
795,Empleado_795,Barista,2709333.00
796,Empleado_796,Cajero,1627779.00
797,Empleado_797,Gerente,2254120.00
798,Empleado_798,Mesero,2055028.00
799,Empleado_799,Supervisor,2543316.00
800,Empleado_800,Barista,1138096.00
801,Empleado_801,Cajero,1686646.00
802,Empleado_802,Gerente,2974531.00
803,Empleado_803,Mesero,1363399.00
804,Empleado_804,Supervisor,2134417.00
805,Empleado_805,Barista,2502330.00
806,Empleado_806,Cajero,1394243.00
807,Empleado_807,Gerente,2850063.00
808,Empleado_808,Mesero,2256738.00
809,Empleado_809,Supervisor,2142381.00
810,Empleado_810,Barista,2724082.00
811,Empleado_811,Cajero,1067165.00
812,Empleado_812,Gerente,2810051.00
813,Empleado_813,Mesero,1143891.00
814,Empleado_814,Supervisor,2502376.00
815,Empleado_815,Barista,2039659.00
816,Empleado_816,Cajero,1912144.00
817,Empleado_817,Gerente,2168105.00
818,Empleado_818,Mesero,1207286.00
819,Empleado_819,Supervisor,2777186.00
820,Empleado_820,Barista,1982638.00
821,Empleado_821,Cajero,1373751.00
822,Empleado_822,Gerente,1557144.00
823,Empleado_823,Mesero,2209908.00
824,Empleado_824,Supervisor,2990987.00
825,Empleado_825,Barista,1774789.00
826,Empleado_826,Cajero,2935489.00
827,Empleado_827,Gerente,1897339.00
828,Empleado_828,Mesero,2690075.00
829,Empleado_829,Supervisor,1462762.00
830,Empleado_830,Barista,1574804.00
831,Empleado_831,Cajero,1568280.00
832,Empleado_832,Gerente,1796967.00
833,Empleado_833,Mesero,2434961.00
834,Empleado_834,Supervisor,1827555.00
835,Empleado_835,Barista,2413451.00
836,Empleado_836,Cajero,2699143.00
837,Empleado_837,Gerente,1832756.00
838,Empleado_838,Mesero,2473648.00
839,Empleado_839,Supervisor,2717672.00
840,Empleado_840,Barista,2452272.00
841,Empleado_841,Cajero,2002480.00
842,Empleado_842,Gerente,1758579.00
843,Empleado_843,Mesero,2897181.00
844,Empleado_844,Supervisor,2512951.00
845,Empleado_845,Barista,2511122.00
846,Empleado_846,Cajero,1727699.00
847,Empleado_847,Gerente,2303248.00
848,Empleado_848,Mesero,2102676.00
849,Empleado_849,Supervisor,1695301.00
850,Empleado_850,Barista,2438215.00
851,Empleado_851,Cajero,1916491.00
852,Empleado_852,Gerente,1009465.00
853,Empleado_853,Mesero,1483608.00
854,Empleado_854,Supervisor,2843894.00
855,Empleado_855,Barista,2034905.00
856,Empleado_856,Cajero,2974291.00
857,Empleado_857,Gerente,1165000.00
858,Empleado_858,Mesero,1964071.00
859,Empleado_859,Supervisor,2487396.00
860,Empleado_860,Barista,2623122.00
861,Empleado_861,Cajero,2760881.00
862,Empleado_862,Gerente,2051282.00
863,Empleado_863,Mesero,1308671.00
864,Empleado_864,Supervisor,1466662.00
865,Empleado_865,Barista,2932442.00
866,Empleado_866,Cajero,1430722.00
867,Empleado_867,Gerente,2991833.00
868,Empleado_868,Mesero,1572336.00
869,Empleado_869,Supervisor,1676275.00
870,Empleado_870,Barista,2101117.00
871,Empleado_871,Cajero,1580486.00
872,Empleado_872,Gerente,1405625.00
873,Empleado_873,Mesero,1497269.00
874,Empleado_874,Supervisor,1145711.00
875,Empleado_875,Barista,1846289.00
876,Empleado_876,Cajero,1560680.00
877,Empleado_877,Gerente,2605828.00
878,Empleado_878,Mesero,2536026.00
879,Empleado_879,Supervisor,2688476.00
880,Empleado_880,Barista,2594371.00
881,Empleado_881,Cajero,2387412.00
882,Empleado_882,Gerente,1050722.00
883,Empleado_883,Mesero,1557103.00
884,Empleado_884,Supervisor,1173564.00
885,Empleado_885,Barista,2915905.00
886,Empleado_886,Cajero,2964502.00
887,Empleado_887,Gerente,1391434.00
888,Empleado_888,Mesero,2389127.00
889,Empleado_889,Supervisor,1231836.00
890,Empleado_890,Barista,2094172.00
891,Empleado_891,Cajero,1560415.00
892,Empleado_892,Gerente,1126212.00
893,Empleado_893,Mesero,1960873.00
894,Empleado_894,Supervisor,2788093.00
895,Empleado_895,Barista,2703359.00
896,Empleado_896,Cajero,2010875.00
897,Empleado_897,Gerente,1617829.00
898,Empleado_898,Mesero,1630097.00
899,Empleado_899,Supervisor,2744762.00
900,Empleado_900,Barista,2566174.00
901,Empleado_901,Cajero,1305940.00
902,Empleado_902,Gerente,2231690.00
903,Empleado_903,Mesero,2984607.00
904,Empleado_904,Supervisor,2877372.00
905,Empleado_905,Barista,2714480.00
906,Empleado_906,Cajero,2832911.00
907,Empleado_907,Gerente,1164082.00
908,Empleado_908,Mesero,2748530.00
909,Empleado_909,Supervisor,2864079.00
910,Empleado_910,Barista,1373526.00
911,Empleado_911,Cajero,1022619.00
912,Empleado_912,Gerente,1910227.00
913,Empleado_913,Mesero,2713398.00
914,Empleado_914,Supervisor,1275810.00
915,Empleado_915,Barista,1990358.00
916,Empleado_916,Cajero,1463092.00
917,Empleado_917,Gerente,2086602.00
918,Empleado_918,Mesero,1158481.00
919,Empleado_919,Supervisor,2497119.00
920,Empleado_920,Barista,2489570.00
921,Empleado_921,Cajero,1513791.00
922,Empleado_922,Gerente,2122191.00
923,Empleado_923,Mesero,2697744.00
924,Empleado_924,Supervisor,2688376.00
925,Empleado_925,Barista,2571294.00
926,Empleado_926,Cajero,2092068.00
927,Empleado_927,Gerente,2592205.00
928,Empleado_928,Mesero,2087436.00
929,Empleado_929,Supervisor,1471009.00
930,Empleado_930,Barista,2517916.00
931,Empleado_931,Cajero,1914873.00
932,Empleado_932,Gerente,2760612.00
933,Empleado_933,Mesero,1073193.00
934,Empleado_934,Supervisor,1804462.00
935,Empleado_935,Barista,2965223.00
936,Empleado_936,Cajero,2561606.00
937,Empleado_937,Gerente,1135971.00
938,Empleado_938,Mesero,2585433.00
939,Empleado_939,Supervisor,2984317.00
940,Empleado_940,Barista,1954012.00
941,Empleado_941,Cajero,2272869.00
942,Empleado_942,Gerente,1902571.00
943,Empleado_943,Mesero,1313408.00
944,Empleado_944,Supervisor,1201219.00
945,Empleado_945,Barista,2747503.00
946,Empleado_946,Cajero,2553679.00
947,Empleado_947,Gerente,1472993.00
948,Empleado_948,Mesero,2613420.00
949,Empleado_949,Supervisor,1634792.00
950,Empleado_950,Barista,1893122.00
951,Empleado_951,Cajero,1942764.00
952,Empleado_952,Gerente,2186436.00
953,Empleado_953,Mesero,1540640.00
954,Empleado_954,Supervisor,2734267.00
955,Empleado_955,Barista,2517191.00
956,Empleado_956,Cajero,2518946.00
957,Empleado_957,Gerente,2649256.00
958,Empleado_958,Mesero,1934488.00
959,Empleado_959,Supervisor,1238281.00
960,Empleado_960,Barista,2755330.00
961,Empleado_961,Cajero,2616344.00
962,Empleado_962,Gerente,2998161.00
963,Empleado_963,Mesero,2386054.00
964,Empleado_964,Supervisor,2600356.00
965,Empleado_965,Barista,1688108.00
966,Empleado_966,Cajero,1782963.00
967,Empleado_967,Gerente,2423278.00
968,Empleado_968,Mesero,2368544.00
969,Empleado_969,Supervisor,1337236.00
970,Empleado_970,Barista,2839238.00
971,Empleado_971,Cajero,1034880.00
972,Empleado_972,Gerente,1624548.00
973,Empleado_973,Mesero,1505216.00
974,Empleado_974,Supervisor,2836527.00
975,Empleado_975,Barista,1095047.00
976,Empleado_976,Cajero,1570928.00
977,Empleado_977,Gerente,1781174.00
978,Empleado_978,Mesero,1723718.00
979,Empleado_979,Supervisor,2518914.00
980,Empleado_980,Barista,1342477.00
981,Empleado_981,Cajero,1009895.00
982,Empleado_982,Gerente,2183532.00
983,Empleado_983,Mesero,2582126.00
984,Empleado_984,Supervisor,2020917.00
985,Empleado_985,Barista,2015031.00
986,Empleado_986,Cajero,2664336.00
987,Empleado_987,Gerente,1111244.00
988,Empleado_988,Mesero,2768760.00
989,Empleado_989,Supervisor,1552944.00
990,Empleado_990,Barista,2238458.00
991,Empleado_991,Cajero,1762096.00
992,Empleado_992,Gerente,1294102.00
993,Empleado_993,Mesero,2213739.00
994,Empleado_994,Supervisor,2749350.00
995,Empleado_995,Barista,1410986.00
996,Empleado_996,Cajero,1481625.00
997,Empleado_997,Gerente,1162543.00
998,Empleado_998,Mesero,1175372.00
999,Empleado_999,Supervisor,2553243.00
1000,Empleado_1000,Barista,1654595.00
